,SriLanka_creole,phonetic_transcription,Portuguese_definition,Portuguese_IPA,English_definition,pos,Related_languages,pt_related annotations,sources,original_full_entry,original_Portuguese_definition,original_linguistic_notes,page
1911,Prevalência,pɾeʋaleːnsia,"prevalação, predomínio, ascendente",,"prevalence, predominance, ascendant",noun,,,,,"prevalação, predomínio, ascendente",,
1912,Primacia,pɾimasia,"primazia, primado",,primacy,noun,English,,,"Primacia, primazia, primado.— Infl. do ingl. primacy?","primazia, primado",,171.0
1913,Priméro,pɾimeːɾo,primeiro,,first,adjective,,,,"Priméro (fórm. mod.), primeiro.",primeiro,,171.0
1914,Primeté,pɾimeteː,prometer,pɾu.mɨ.ˈteɾ,promise,verb,,,,"Primeté, primité, primitá, prometter. Premitido, pro-mettido.",prometer,,171.0
1915,primité,pɾimiteː,prometer,pɾu.mɨ.ˈteɾ,promise,verb,,,,"Primeté, primité, primitá, prometter. Premitido, pro-mettido.",prometer,,171.0
1916,primitá,pɾimitaː,prometer,pɾu.mɨ.ˈteɾ,promise,verb,,,,"Primeté, primité, primitá, prometter. Premitido, pro-mettido.",prometer,,171.0
1917,Premitido,pɾemitido,prometido,pɾu.mɨ.ˈti.du,pledged,adjective,,,,,prometido,,
1918,Primo,pɾimo,primeiro,,first,adjective,,,Cantigas,"Primo (poet.), primeiro. Pri-mo-ferido ( Cant.), primeira ferida.",primeiro,poético,171.0
1919,Primo-ferido,pɾimo feɾido,primeira ferida,,first wound,numeral,,,,,primeira ferida,,
1920,Princézè,pɾinseːzeː,princesa,pɾĩ.ˈse.zɐ,princess,noun,,,,"Princézè, princeza.",princesa,,171.0
1921,Principal,pɾinsipal,"principal, princípio",,"main, principle",adjective,,,,"Principal, principal; principio.","principal, principio",,171.0
1922,Principalidado,pɾinsipalidado,principado,pɾĩ.si.ˈpa.du,principality,noun,,,,"Principalidado (A^. T. de i852), principado.",principado,,171.0
1923,Prinspo,pɾinspo,príncipe,ˈpɾĩ.sɨ.pɨ,prince,noun,,,,"Prinspo, prenspo, principe.",principe,,171.0
1924,prenspo,pɾenspo,príncipe,ˈpɾĩ.sɨ.pɨ,prince,noun,,,,"Prinspo, prenspo, principe.",principe,,171.0
1925,Prisoneiro,pɾizoneiɾo,prisioneiro,,prisoner,noun,,,,"Prisoneiro, prisioneiro. Gfr. moleira.",prisioneiro,,171.0
1926,Pristè,pɾisteː,prestes,,about to,adjective,,,,"Pristè, prestes.",prestes,,171.0
1927,Privilézia,pɾiʋileːzia,privilégio,pɾi.vi.ˈlɛ.ʒju,privilege,noun,,,,"Privilézia, privilézè, privilegio. Gfr. relé^è.",privilégio,,171.0
1928,privilézè,pɾiʋileːzeː,privilégio,pɾi.vi.ˈlɛ.ʒju,privilege,noun,,,,"Privilézia, privilézè, privilegio. Gfr. relé^è.",privilégio,,171.0
1929,Produzé,pɾoduzeː,produzir,,produce,verb,,,"O Bruffador, i periódico","Produzé {Br. i), producé, produzir.",produzir,,171.0
1930,producé,pɾoduseː,produzir,,produce,verb,,,"O Bruffador, i periódico","Produzé {Br. i), producé, produzir.",produzir,,171.0
1931,Professão,pɾofesaːo,profissão,pɾu.fi.ˈsɐ̃w̃,job,noun,,,,"Professão, profissão. — De professa. Gfr. confessão.",profissão,,171.0
1932,Profundura,pɾofunduɾa,profundidade,pɾu.fũ.di.ˈda.dɨ,depth,noun,,,,"Profundura, profundidade. Civ. fundura.",profundidade,,171.0
1933,Propheciá,pɾofesiaː,profetizar,pɾu.fɨ.ti.ˈzaɾ,prophesy,verb,,,,"Prophecià, prophetizar (t. us.). — De prophecià.",profetizar,,171.0
1934,Propheto,pɾofeto,profeta,pɾu.ˈfɛ.tɐ,prophet,noun,,,,"Propheto, propheta. Gfr. psalmisto, evangelista.",propheta,,171.0
1935,Própi,pɾoːpi,próprio,ˈpɾɔ.pɾju,own,adjective,Macao creole,"Diu creole, Daman creole",,"Própi, próprio (mais us.). Dial. mac. Dial. nort. prop. Dial. açor. propio.",próprio,,171.0
1936,Proposá,pɾopozaː,propor,,propose,verb,English,,,"Proposà, propor. — Ingl. to propose.",propor,,171.0
1937,Propôsal,pɾopoːzal,proposta,,proposal,noun,English,,,"Propôsal, proposta. — Ingl.",proposta,,171.0
1938,Prósimo,pɾoːzimo,próximo,ˈpɾɔ.si.mu,nearby,adjective,,,,"Prósimo, prózimo, pros-mo, prósmi, próximo.",próximo,,172.0
1939,prózimo,pɾoːzimo,próximo,ˈpɾɔ.si.mu,nearby,adjective,,,,"Prósimo, prózimo, pros-mo, prósmi, próximo.",próximo,,172.0
1940,prosmo,pɾozmo,próximo,ˈpɾɔ.si.mu,nearby,adjective,,,,"Prósimo, prózimo, pros-mo, prósmi, próximo.",próximo,,172.0
1941,prósmi,pɾoːzmi,próximo,ˈpɾɔ.si.mu,nearby,adjective,,,,"Prósimo, prózimo, pros-mo, prósmi, próximo.",próximo,,172.0
1942,Prostratá,pɾostɾataː,prostrar,,prostrate,verb,English,,,"Prostratà, (C A.), prostrar. — Ingl. to prostrate.",prostrar,,172.0
1943,Protectá,pɾotektaː,proteger,,protect,verb,English,,,"Protectá, proteger (mais us.). — Ingl. to protect. Cfr. acceptá.",proteger,,172.0
1944,Provéita,pɾoʋeːjta,proveito,pɾu.ˈvɐj.tu,profit,noun,,,,"Provéita, proveito (t. us.). Proveitá, pruveitá, aproveitar. Proveitação, aproveitamento, proveito. Proveitá: dial. mac.",proveito,,172.0
1945,Proveitá,pɾoʋeitaː,aproveitar,ɐ.pɾu.vɐj.ˈtaɾ,avail,verb,Macao creole,,,,aproveitar,,
1946,pruveitá,pɾuʋeitaː,aproveitar,ɐ.pɾu.vɐj.ˈtaɾ,avail,verb,Macao creole,,,,aproveitar,,
1947,Proveitação,pɾoʋeitasaːo,"aproveitamento, proveito",,profit,noun,,,,,"aproveitamento, proveito",,
1948,Pruffia,pɾufia,porfia,puɾ.ˈfi.ɐ,strife,noun,,,,"Pruffia, profia (ant.), porfia. Pruffiá, porfiar, disputar. Pruffiador, porfiador.",porfia,,172.0
1949,profia,pɾofia,porfia,puɾ.ˈfi.ɐ,strife,noun,,,,"Pruffia, profia (ant.), porfia. Pruffiá, porfiar, disputar. Pruffiador, porfiador.",porfia,,172.0
1950,Pruffiá,pɾufiaː,"porfiar, disputar",,"struggle, dispute",verb,,,,,"porfiar, disputar",,
1951,Pruffiador,pɾufiadoɾ,porfiador,,one who strifes,noun,,,,,porfiador,,
1952,Prugunta,pɾugunta,pergunta,pɨɾ.ˈɡũ.tɐ,question,noun,Capeverdean creole,"Old Portuguese, Dialetal Portuguese Alentejo","O Bruffador, ii periódico","Pnigúnta, prúnta (mais us.), prúntè, pranto [Br. 2), pergunta. Praguntà,, pnmtá (mais us.), perguntar.  Pru-gimía: dial. cabalemtej.— Pregunta: port. arch.",pergunta,,172.0
1953,prunta,pɾunta,pergunta,pɨɾ.ˈɡũ.tɐ,question,noun,Capeverdean creole,Old Portuguese,"O Bruffador, ii periódico","Pnigúnta, prúnta (mais us.), prúntè, pranto [Br. 2), pergunta. Praguntà,, pnmtá (mais us.), perguntar.  Pru-gimía: dial. cabalemtej.— Pregunta: port. arch.",pergunta,,172.0
1954,pruntè,pɾunteː,pergunta,pɨɾ.ˈɡũ.tɐ,question,noun,Capeverdean creole,Old Portuguese,"O Bruffador, ii periódico","Pnigúnta, prúnta (mais us.), prúntè, pranto [Br. 2), pergunta. Praguntà,, pnmtá (mais us.), perguntar.  Pru-gimía: dial. cabalemtej.— Pregunta: port. arch.",pergunta,,172.0
1955,prunto,pɾunto,pergunta,pɨɾ.ˈɡũ.tɐ,question,noun,Capeverdean creole,Old Portuguese,"O Bruffador, ii periódico","Pnigúnta, prúnta (mais us.), prúntè, pranto [Br. 2), pergunta. Praguntà,, pnmtá (mais us.), perguntar.  Pru-gimía: dial. cabalemtej.— Pregunta: port. arch.",pergunta,,172.0
1956,Pruguntá,pɾuguntaː,perguntar,,ask,verb,Capeverdean creole,Old Portuguese,,,perguntar,,
1957,pruntá,pɾuntaː,perguntar,,ask,verb,Capeverdean creole,Old Portuguese,,,perguntar,,
1958,Pruvá,pɾuʋaː,provar,pɾu.ˈvaɾ,prove,verb,,,,"Pruvá, prouvà (p. us.), provar.",provar,pouco usado,172.0
1959,prouvá,pɾouʋaː,provar,pɾu.ˈvaɾ,prove,verb,,,,"Pruvá, prouvà (p. us.), provar.",provar,pouco usado,172.0
1960,Psalmisto,psalmisto,salmista,,psalmist,noun,,,,"Psalmisto, psalmista. Cfr. propheto.",psalmista,,172.0
1961,Puçá,pusaː,puxar,pu.ˈʃaɾ,pull,verb,Macao creole,,,"Puçá, pusá, puchar; attra-hir. Dial. mac.",puxar,,172.0
1962,pusá,puzaː,puxar,pu.ˈʃaɾ,pull,verb,Macao creole,,,"Puçá, pusá, puchar; attra-hir. Dial. mac.",puxar,,172.0
1963,Púchi,puːt̠ʃi,"bicho, verme",,"animal, worm",noun,,,,"Púclii, bicho, verme. Cfr. ponches.","bicho, verme",,172.0
1964,Punhá,puɲaː,"apunhar, dar punhadas, esmurrar",,"stab, punch",verb,,,,"Punha, apunhar, dar punhadas, esmurrar.","apunhar, dar punhadas, esmurrar",,172.0
1965,Puridade,puɾidade,pureza,,purity,noun,,Old Portuguese,,"Puridade, pureza. — Port. arch. Cfr. altividade, duvi-dade.",pureza,,172.0
1966,Purificando,puɾifikando,purificante,,cleansing,adjective,,,,"Purificando, purificante. Cfr. arrando, lu^^indo.",purificante,,172.0
1967,Purismo,puɾizmo,puríssimo,,most pure,noun,,,,Purismo (C A.)^ puríssimo.,puríssimo,,172.0
1968,Quadrilla,kuadɾila,quadrilha,kwɐ.ˈdɾi.ʎɐ,gang,noun,,,,"Quadrilla, quadrilha.",quadrilha,,172.0
1969,Quártrimo,kuaːɾtɾimo,quarto,ˈkwaɾ.tu,bedroom,noun,,,"O Bruffador, ii periódico","Quártrimo {Br. 2), quarto.",quarto,,172.0
1970,Quátor,kuaːtoɾ,quatro,ˈkwa.tɾu,four,numeral,,,,"Quàtor, quatro (t. us.).",quatro,,172.0
1971,Quebrentá,kebɾentaː,quebrantar,,break,verb,,,,"Quebrentà, quebrantar (t. us.). Quebrentação, quebrantamento.",quebrantar,,172.0
1972,Quebrentação,kebɾentasaːo,quebrantamento,,brokenness,noun,,,,,quebrantamento,,
1973,Quédè,keːdeː,que é de?,,what is it made of?,,,"Dialectal Portuguese, Portuguese-based creoles of Indian mainland","O Bruffador, ii periódico","Quédè, quadè {Br. 2), que é de ? — Port. Dialetal Portuguese. Cade no Brazil. Cfr. cante: dialectal no cont.",que é de?,,172.0
1974,quadè,kuadeː,que é de?,,what is it made of?,,,"Dialectal Portuguese, Portuguese-based creoles of Indian mainland","O Bruffador, ii periódico","Quédè, quadè {Br. 2), que é de ? — Port. Dialetal Portuguese. Cade no Brazil. Cfr. cante: dialectal no cont.",que é de?,,172.0
1975,Quehora,keoɾa,"quando, no tempo em que",,when,conjunction,"Cochin creole, Guinea-Bissau kryol, Macao creole, Singapore creole",,,"Quehora, quando, no tempo em que. Queboraseja, jamais. Dial. coch. e mac. quiora. Dial. singp. que ora. Dial. guin. kel-ora.","quando, no tempo em que",,172.0
1976,Quehoraseja,keoɾazed̠ʒa,jamais,,ever,adverb,,,,,jamais,,
1977,Quelai,kelai,"como, assim como",,"as, as well as",conjunction,Macao creole,,,"Quelai, quilai, quilei (mais us.), quilie (pron. quilai)quely (pron. quelai, p. us.), como, assim como. Qiielai, quilai: comnr.. T. dial. mac. — De que e laia. Cfr. assilei, estelei.","como, assim como",pouco usado,172.0
1978,quilai,kilai,"como, assim como",,"as, as well as",conjunction,Macao creole,,,"Quelai, quilai, quilei (mais us.), quilie (pron. quilai)quely (pron. quelai, p. us.), como, assim como. Qiielai, quilai: comnr.. T. dial. mac. — De que e laia. Cfr. assilei, estelei.","como, assim como",pouco usado,172.0
1979,quilei,kilei,"como, assim como",,"as, as well as",conjunction,Macao creole,,,"Quelai, quilai, quilei (mais us.), quilie (pron. quilai)quely (pron. quelai, p. us.), como, assim como. Qiielai, quilai: comnr.. T. dial. mac. — De que e laia. Cfr. assilei, estelei.","como, assim como",pouco usado,172.0
1980,quelai,kelai,"como, assim como",,"as, as well as",conjunction,Macao creole,,,"Quelai, quilai, quilei (mais us.), quilie (pron. quilai)quely (pron. quelai, p. us.), como, assim como. Qiielai, quilai: comnr.. T. dial. mac. — De que e laia. Cfr. assilei, estelei.","como, assim como",pouco usado,172.0
1981,Quem,kem,quem,ˈkɐ̃j̃,who,pronoun,,,,"Quem, quem; que (pessoa). Quem su, cujo.",quem,,172.0
1982,Quemsu,kemsu,cujo,,whose,pronoun,,,,,cujo,,
1983,Quemá,kemaː,queimar,,burn,verb,"Marathi, Singapore creole",,,"Quemà, quimà, queimar. Quemá: dial. mac, singp. Que-madura, queimadura.",queimar,,172.0
1984,quimà,kimaː,queimar,,burn,verb,"Marathi, Singapore creole",,,"Quemà, quimà, queimar. Quemá: dial. mac, singp. Que-madura, queimadura.",queimar,,172.0
1985,Quemadura,kemaduɾa,queimadura,kɐj.mɐ.ˈdu.ɾɐ,burn,noun,,,,,queimadura,,
1986,Quemodo,kemodo,"como, assim como",,"as, as well as",conjunction,,,,"Quemodo, como, assim como.","como, assim como",,172.0
1987,Quenhão,keɲaːo,quinhão,ki.ˈɲɐ̃w̃,share,noun,Cochin creole,,,"Quenhão, quinba, quinhão (t. us.). Dial. coch. quinho. Dial. div. quião.",quinhão,,172.0
1988,quinha,kiɲa,quinhão,ki.ˈɲɐ̃w̃,share,noun,Cochin creole,,,"Quenhão, quinba, quinhão (t. us.). Dial. coch. quinho. Dial. div. quião.",quinhão,,172.0
1989,Quentá,kentaː,"aquentar, aquecer",,warm up,verb,Macao creole,,,"Quentá, aquentar, aquecer. Quentura, quentura; calor (de-sus.). Quentá: dial. mac.","aquentar, aquecer",,172.0
1990,Quentura,kentuɾa,"quentura, calor",,"hot, heat",noun,,,,,"quentura, calor",,
1991,Querré,kereː,querer,kɨ.ˈɾeɾ,want,verb,,,,"Querré, querer. T. quer. Querrendo, voluntário. Que-rendomente, querandomen-te, voluntariamente. Quizer, o que se quizer {subs.: alhum quiser). Querer, queria, quer-ria, volição, vontade. De querer, por querer, voluntariamente. Querioso, desejoso, ávido.",querer,,172.0
1992,Querrendo,kerendo,voluntário,,voluntary worker,adjective,,,,,voluntário,,
1993,Querendomente,keɾendomente,voluntariamente,vu.lũ.ta.ɾjɐ.ˈmẽ.tɨ,voluntarily,noun,,,,,voluntariamente,,
1994,querandomente,keɾandomente,voluntariamente,vu.lũ.ta.ɾjɐ.ˈmẽ.tɨ,voluntarily,noun,,,,,voluntariamente,,
1995,Quizer,kizeɾ,o que se quiser,,whatever you want,noun,,,,,o que se quiser,,
1996,Querer,keɾeɾ,querer,kɨ.ˈɾeɾ,want,verb,,,,,"volição, vontade, de querer, por querer, voluntariamente",,
1997,queria,keɾia,querer,kɨ.ˈɾeɾ,want,verb,,,,,"volição, vontade, de querer, por querer, voluntariamente",,
1998,querria,keria,querer,kɨ.ˈɾeɾ,want,verb,,,,,"volição, vontade, de querer, por querer, voluntariamente",,
1999,Querioso,keɾiozo,"desejoso, ávido",,eager,adjective,,,,,"desejoso, ávido",,
2000,Quèssa,keːsa,"queixa, acusação",,"complaint, accusation",noun,,,,"Quéssa, quesa, queixa; ac-cusação. Quessá, queixar-se. Quessador, accusador.","queixa, acusação",,173.0
2001,quesa,keza,"queixa, acusação",,"complaint, accusation",noun,,,,"Quéssa, quesa, queixa; ac-cusação. Quessá, queixar-se. Quessador, accusador.","queixa, acusação",,173.0
2002,Quessá,kesaː,queixar-se,,complain,verb,,,,,queixar-se,,
2003,Quessador,kesadoɾ,acusador,ɐ.ku.zɐ.ˈdoɾ,accuser,adjective,,,,,acusador,,
2004,Quetanto,ketanto,quanto,ˈkwɐ̃.tu,how much,adverb,,,,"Qnetanto, qutanto (p. us.), quanto.",quanto,pouco usado,173.0
2005,qutanto,kutanto,quanto,ˈkwɐ̃.tu,how much,adverb,,,,"Qnetanto, qutanto (p. us.), quanto.",quanto,pouco usado,173.0
2006,Quifoi,kifoj,porque foi?,,why was it?,,,,,"Quifoi, porque foi?",porque foi?,,173.0
2007,Quindé,kindeː,"fender, cavar",,"slit, dig",verb,Dutch,,,"Quindé, quindi, fender; cavar.— Do holl. kenenf","fender, cavar",,173.0
2008,quindi,kindi,"fender, cavar",,"slit, dig",verb,Dutch,,,"Quindé, quindi, fender; cavar.— Do holl. kenenf","fender, cavar",,173.0
2009,Quinhador,kiɲadoɾ,quinhoeiro,,bagman,noun,,,,"Quinhador, quinhoeiro.",quinhoeiro,,173.0
2010,Quorenta,kuoɾenta,quarenta,kwɐ.ˈɾẽ.tɐ,forty,numeral,,Minho,,"Quorenta, quarenta. No Minho : corenta.",quarenta,,173.0
2011,Rabana,rabana,«rabana»,,drum,noun,"Malay, Konkani",comum a todos os ramos do indo-português,,"Rabana, rabánè, «rabana». Comm.—Malaio ^J^.J (f^^^àna), konk. J s&lt;H {ramban).",«rabana»,,173.0
2012,rabánè,rabaːneː,«rabana»,,drum,noun,"Malay, Konkani",comum a todos os ramos do indo-português,,"Rabana, rabánè, «rabana». Comm.—Malaio ^J^.J (f^^^àna), konk. J s&lt;H {ramban).",«rabana»,,173.0
2013,Rabentá,rabentaː,"rebentar, arrebentar",,burst,verb,Macao creole,,,"Rabentà, rebentar, arrebentar. Dial. mac.","rebentar, arrebentar",,173.0
2014,Rafiná,rafinaː,"refinar, depurar",,refine,verb,,,,"Rafinà, refinar, depurar.","refinar, depurar",,173.0
2015,Rai,rai,montar a cavalo,,ride a horse,verb,Dutch,,"O Bruffador, ii periódico","Rai {Br. 2), montar a ca-vallo. — Do holl. ophrengen.",montar a cavallo,,173.0
2016,Raiva,raiʋa,"raiva, raivoso, irado, zangado",,angry,noun,,,,"Raiva, raive, raibè (p. us.), raiva; raivoso, irado, zangado. Cfr. saúde.","raiva; raivoso, irado, zangado",pouco usado,173.0
2017,raivè,raiʋeː,"raiva, raivoso, irado, zangado",,angry,noun,,,,"Raiva, raive, raibè (p. us.), raiva; raivoso, irado, zangado. Cfr. saúde.","raiva; raivoso, irado, zangado",pouco usado,173.0
2018,raibè,raibeː,"raiva, raivoso, irado, zangado",,angry,noun,,,,"Raiva, raive, raibè (p. us.), raiva; raivoso, irado, zangado. Cfr. saúde.","raiva; raivoso, irado, zangado",pouco usado,173.0
2019,Ramesindo,ramezindo,remexendo,,fidgeting,GER,,,Istori de San Clear,"Ramesindo (5. C), reme-chendo.",remexendo,,173.0
2020,Ramo,ramo,"ramo, lâmina",,"branch, blade",noun,,,,"Ramo,ramo; lamina (quadro emmoldurado).","ramo, lamina",,173.0
2021,Ramucé,ramuseː,remoçar,,rejuvenate,verb,,,,"Ramucô, remoçar.",remoçar,,173.0
2022,Rancá,rankaː,arrancar,ɐ.Rɐ̃.ˈkaɾ,rip out,verb,Macao creole,,,"Rancà, ranehá (p. us.), arrancar. Rancá: dial. mac. Cfr. rastá; ronchá.",arrancar,pouco usado,173.0
2023,ranchá,rant̠ʃaː,arrancar,ɐ.Rɐ̃.ˈkaɾ,rip out,verb,Macao creole,,,"Rancà, ranehá (p. us.), arrancar. Rancá: dial. mac. Cfr. rastá; ronchá.",arrancar,pouco usado,173.0
2024,Rancho,rant̠ʃo,"rancho, manada, rebanho",,herd,noun,,,,"Rancho, rancho; manada, rebanho (desus.).","rancho, manada, rebanho",,173.0
2025,Rapicá,rapikaː,repicar,,chime,verb,,,,"Rapicá, repicar.",repicar,,173.0
2026,Rastá,rastaː,arrastar,ɐ.Rɐʃ.ˈtaɾ,drag,verb,,,,"Rastà, arrastar.",arrastar,,173.0
2027,Rastià,rastiaː,"rastear, rastejar",,crawl,verb,,,,"Rastià, rastear, rastejar.","rastear, rastejar",,173.0
2028,Rátel,raːtel,arrátel,,pound,noun,,,,"Rátel, arrátel.",arrátel,,173.0
2029,Ratinha,ratiɲa,foguete,,rocket,noun,,,,"Ratinha, foguete.",foguete,,173.0
2030,Rebeldo,rebeldo,rebelde,Rɨ.ˈbɛɫ.dɨ,rebel,adjective,,,,"Rebeldo, rebelde. Cfr. res-tanto. bastanto.",rebelde,,173.0
2031,Rebellador,rebeladoɾ,"rebelde, rebelião",,"rebel, rebellion",noun,,,,"Rebellador, rebelde, rebelião. — Deriv. reg. de rebellá.","rebelde, rebelião",derivado,173.0
2032,Rebelloso,rebelozo,rebelde,Rɨ.ˈbɛɫ.dɨ,rebel,adjective,,,,"Rebelloso, rebelde. Cfr. im-pioso.",rebelde,,173.0
2033,Recadá,rekadaː,"arrecadar, dessumir",,collect,verb,,,,"Recadá, arrecadar; desumir.","arrecadar, desumir",,173.0
2034,Recia,resia,receio,Rɨ.ˈsɐj.u,fear,noun,,,,"Recia, receio. Recià, recear.",receio,,173.0
2035,Reciá,resiaː,recear,Rɨ.ˈsi.aɾ,fear,verb,,,,,recear,,
2036,Recompensão,rekompensaːo,recompensar,Rɨ.kõ.pẽ.ˈsaɾ,reward,verb,,,,"Recompensão, recompensar. — Deriv. reg. de recompensa. Cfr. cuidação.",recompensar,derivado,173.0
2037,Redá,redaː,arredar,ɐ.Rɨ.ˈdaɾ,collect,verb,,,,"Redà, arredar.",arredar,,173.0
2038,Redimé,redimeː,"redimir, remir",,redeem,verb,,,,"Redime, redemé, redimir, remir (desus.).","redimir, remir",,173.0
2039,redemé,redemeː,"redimir, remir",,redeem,verb,,,,"Redime, redemé, redimir, remir (desus.).","redimir, remir",,173.0
2040,Redundo,redundo,"arredor, de roda",,around,noun,,,,"Redundo, arredor, de roda.","arredor, de roda",,173.0
2041,Refença,refensa,vingança,vĩ.ˈɡɐ̃.sɐ,vengeance,noun,,,,"Refença, refencia, vingança. Refencioso, vingativo. — Do holl. wreken (verb.)}",vingança,,173.0
2042,refencia,refensia,vingança,vĩ.ˈɡɐ̃.sɐ,vengeance,noun,,,,"Refença, refencia, vingança. Refencioso, vingativo. — Do holl. wreken (verb.)}",vingança,,173.0
2043,Refencioso,refensiozo,vingativo,,vengeful,adjective,Dutch,,,,vingativo,,
2044,Refrescação,refɾeskasaːo,refrescamento,,refreshment,noun,,,,"Refrescação, refresca-mento",refrescamento,,173.0
2045,Refrigeiro,refɾid̠ʒeiɾo,refrigério,,refresher,noun,,,,"Refrigeiro, refrigério. Re-duc. do esdr.",refrigério,,173.0
2046,Refujo,refud̠ʒo,refúgio,Rɨ.ˈfu.ʒju,refuge,noun,,,,"Refujo, refugio.",refúgio,,173.0
2047,Regáchi,regaːt̠ʃi,"regato, riacho",,stream,noun,,,,"Regáchi {Br. 1), regato, riacho.","regato, riacho",,173.0
2048,Règuel,reːgel,"regra, linha",,"rule, line",noun,Dutch,,,"Régel (gu), regra, linha.— Holl.","regra, linha",,173.0
2049,Régiment,reːd̠ʒiment,regimento,,regiment,noun,English,,,"Régiment, regimento. — Ingl.",regimento,,173.0
2050,Registração,red̠ʒistɾasaːo,registo,Rɨ.ˈʒiʃ.tu,registration,noun,,,,"Registração, registro. — Deriv. reg. de registra.",registro,derivado,173.0
2051,Regná,regnaː,reinar,,reign,verb,Italian,,"O Bruffador, ii periódico","Regnà {Br. 2), reinar. — Ital. regnare.",reinar,,173.0
2052,Regolá,regolaː,regular,Rɨ.ɡu.ˈlaɾ,regulate,adjective,,,,Regolãregular.,regular,,173.0
2053,Rejectá,red̠ʒektaː,rejeitar,,reject,verb,English,,,Rejectàrejeitar. — Ingl. to reject. Cfr. protectá.,rejeitar,,174.0
2054,Rejeitamento,red̠ʒeitamento,rejeição,,rejection,noun,,,,"Rejeitamento, rejeição.",rejeição,,174.0
2055,Relijão,relid̠ʒaːo,religião,,religion,noun,,,"O Bruffador, ii periódico","Relijão, religio, reliji [Br. 2), relizè, relézi (fórm. mod.), religião. Relijoso, religioso. Dial. mac.",religião,,174.0
2056,religio,relid̠ʒio,religião,,religion,noun,,,"O Bruffador, ii periódico","Relijão, religio, reliji [Br. 2), relizè, relézi (fórm. mod.), religião. Relijoso, religioso. Dial. mac.",religião,,174.0
2057,reliji,relid̠ʒi,religião,,religion,noun,,,"O Bruffador, ii periódico","Relijão, religio, reliji [Br. 2), relizè, relézi (fórm. mod.), religião. Relijoso, religioso. Dial. mac.",religião,,174.0
2058,relizè,relizeː,religião,,religion,noun,,,"O Bruffador, ii periódico","Relijão, religio, reliji [Br. 2), relizè, relézi (fórm. mod.), religião. Relijoso, religioso. Dial. mac.",religião,,174.0
2059,relézi,releːzi,religião,,religion,noun,,,"O Bruffador, ii periódico","Relijão, religio, reliji [Br. 2), relizè, relézi (fórm. mod.), religião. Relijoso, religioso. Dial. mac.",religião,,174.0
2060,Relijoso,relid̠ʒozo,religioso,,religious,adjective,Macao creole,,,,religioso,,
2061,Remèdi,remeːdi,"meio de vida, ofício, mister",,"occupation, craft",noun,Cochin creole,Old Portuguese,,"Remedi, remede, remédio; meio de vida, officio, mister (signif. port. arch.). Remedi: dial. coch. Reduc. do esdr. Cfr. almári.","meio de vida, ofício, mister",,174.0
2062,remédè,remeːdeː,"meio de vida, ofício, mister",,"occupation, craft",noun,Cochin creole,Old Portuguese,,"Remedi, remede, remédio; meio de vida, officio, mister (signif. port. arch.). Remedi: dial. coch. Reduc. do esdr. Cfr. almári.","meio de vida, ofício, mister",,174.0
2063,remedio,remedio,"meio de vida, ofício, mister",,"occupation, craft",noun,Cochin creole,Old Portuguese,,"Remedi, remede, remédio; meio de vida, officio, mister (signif. port. arch.). Remedi: dial. coch. Reduc. do esdr. Cfr. almári.","meio de vida, ofício, mister",,174.0
2064,Rempido,rempido,"rompido, roto",,broken,adjective,,,,"Rempido, rompido, roto.","rompido, roto",,174.0
2065,Rendá,rendaː,arrendar,ɐ.Rẽ.ˈdaɾ,rent,verb,,,,"Renda, arrendar. Rendaro, rendeiro. Infl. de r. Cfr. obraro, ferraro.",arrendar,,174.0
2066,Rendaro,rendaɾo,rendeiro,,tenant,noun,,,,,rendeiro,,
2067,Repagá,repagaː,recompensar,,reward,verb,English,,,"Repagà, recompensar. — Infl. do ingl. repay? Em port. sign. pagar segunda vez, pagar generosamente.",recompensar,,174.0
2068,Repário,repaːɾio,"reparo, resguardo",,repair,noun,,Old Portuguese,,"Repário, reparo, resguardo. — Port. arch. repairo.","reparo, resguardo",,174.0
2069,Repartição,repaɾtisaːo,"divisão, cisão",,"division, split",noun,,,,"Repartição, divisão, scisão.","divisão, scisão",,174.0
2070,Rependê,rependeː,arrepender-se,,regret,verb,,,,"Rependê, arrepender-se. Rependimento, arrependimento.",arrepender-se,,174.0
2071,Rependimento,rependimento,arrependimento,ɐ.Rɨ.pẽ.di.ˈmẽ.tu,repentance,noun,,,,,arrependimento,,
2072,Repentá,repentaː,arrepender-se,,"regret, repent",verb,English,,,"Repentá, arrepender-se. Repentação, arrependimento.— Ingl. to repent.",arrepender-se,,174.0
2073,Repentação,repentasaːo,arrependimento,ɐ.Rɨ.pẽ.di.ˈmẽ.tu,repentance,noun,,,,,arrependimento,,
2074,Repostá,repostaː,responder,Rɨʃ.põ.ˈdeɾ,reply,verb,,,,"Reposta, responder. Re-postávè (poet.), respondia.— De reposta.",responder,poético,174.0
2075,Reprende,repɾende,repreender,Rɨ.pɾjẽ.ˈdeɾ,scold,verb,,,,"Reprende, reprehender.",repreender,,174.0
2076,Reprensão,repɾensaːo,repreensão,,reproof,noun,,Old Portuguese,,"Reprensão, reprehensão. — Port. arch.",repreensão,,174.0
2077,Reprová,repɾoʋaː,"reprovar, repreender, ameaçar",,"reproach, scold, threaten",verb,,,,"Reprova, reprovar, reprehender ; ameaçar. Cfr. desprova.","reprovar, repreender, ameaçar",,174.0
