SriLanka_creole,phonetic_transcription,Portuguese_definition,English_definition,pos,Related_languages,pt_related annotations,sources,original_full_entry,original_Portuguese_definition,original_linguistic_notes,page
presènci,pɾezeːnsi,presença,presence,noun,,,,"Presencia, presénci, presença. Gfr. sentencia, justicia; comedi.",presença,,171.0
Preso,pɾezo,preço,price,noun,,Old Portuguese,,"Preso, prezo, preço.—Port. arch.",preço,,171.0
prezo,pɾezo,preço,price,noun,,Old Portuguese,,"Preso, prezo, preço.—Port. arch.",preço,,171.0
Présta,pɾeːsta,"prestemente, depressa, logo","quickly, soon",adverb,,,Istori de Rey de Gris,"Presta {adj. = prestes), prestamente, preste, prestemente, prestado {adj. = apressado), prestadomente, preste {R. de G.), prestemente, depressa, logo (p. us.). Presta, {V. deV.)^ apressar-se. Presta, prestado, prestade, pres-tança (C A.)pressa; precipitação, inconsideração.","prestemente, depressa, logo",pouco usado,171.0
prestamente,pɾestamente,"prestemente, depressa, logo","quickly, soon",adverb,,,Istori de Rey de Gris,"Presta {adj. = prestes), prestamente, preste, prestemente, prestado {adj. = apressado), prestadomente, preste {R. de G.), prestemente, depressa, logo (p. us.). Presta, {V. deV.)^ apressar-se. Presta, prestado, prestade, pres-tança (C A.)pressa; precipitação, inconsideração.","prestemente, depressa, logo",pouco usado,171.0
preste,pɾeste,"prestemente, depressa, logo","quickly, soon",adverb,,,Istori de Rey de Gris,"Presta {adj. = prestes), prestamente, preste, prestemente, prestado {adj. = apressado), prestadomente, preste {R. de G.), prestemente, depressa, logo (p. us.). Presta, {V. deV.)^ apressar-se. Presta, prestado, prestade, pres-tança (C A.)pressa; precipitação, inconsideração.","prestemente, depressa, logo",pouco usado,171.0
prestemente,pɾestemente,"prestemente, depressa, logo","quickly, soon",adverb,,,Istori de Rey de Gris,"Presta {adj. = prestes), prestamente, preste, prestemente, prestado {adj. = apressado), prestadomente, preste {R. de G.), prestemente, depressa, logo (p. us.). Presta, {V. deV.)^ apressar-se. Presta, prestado, prestade, pres-tança (C A.)pressa; precipitação, inconsideração.","prestemente, depressa, logo",pouco usado,171.0
prestado,pɾestado,"prestemente, depressa, logo","quickly, soon",adverb,,,Istori de Rey de Gris,"Presta {adj. = prestes), prestamente, preste, prestemente, prestado {adj. = apressado), prestadomente, preste {R. de G.), prestemente, depressa, logo (p. us.). Presta, {V. deV.)^ apressar-se. Presta, prestado, prestade, pres-tança (C A.)pressa; precipitação, inconsideração.","prestemente, depressa, logo",pouco usado,171.0
prestadomente,pɾestadomente,"prestemente, depressa, logo","quickly, soon",adverb,,,Istori de Rey de Gris,"Presta {adj. = prestes), prestamente, preste, prestemente, prestado {adj. = apressado), prestadomente, preste {R. de G.), prestemente, depressa, logo (p. us.). Presta, {V. deV.)^ apressar-se. Presta, prestado, prestade, pres-tança (C A.)pressa; precipitação, inconsideração.","prestemente, depressa, logo",pouco usado,171.0
prestè,pɾesteː,"prestemente, depressa, logo","quickly, soon",adverb,,,Istori de Rey de Gris,"Presta {adj. = prestes), prestamente, preste, prestemente, prestado {adj. = apressado), prestadomente, preste {R. de G.), prestemente, depressa, logo (p. us.). Presta, {V. deV.)^ apressar-se. Presta, prestado, prestade, pres-tança (C A.)pressa; precipitação, inconsideração.","prestemente, depressa, logo",pouco usado,171.0
Prestá,pɾestaː,apressar-se,hurry up,verb,,,,,apressar-se,,
Présta,pɾeːsta,"pressa, precipitação, inconsideração","haste, inconsideration",noun,,,,,"pressa; precipitação, inconsideração",,
prestado,pɾestado,"pressa, precipitação, inconsideração","haste, inconsideration",noun,,,,,"pressa; precipitação, inconsideração",,
prestade,pɾestade,"pressa, precipitação, inconsideração","haste, inconsideration",noun,,,,,"pressa; precipitação, inconsideração",,
prestança,pɾestansa,"pressa, precipitação, inconsideração","haste, inconsideration",noun,,,,,"pressa; precipitação, inconsideração",,
Preténcia,pɾeteːnsia,pretexto,pretext,noun,English,,,Preténcia. pretexto. — Ingl. pretence.,pretexto,,171.0
Prevalá,pɾeʋalaː,"prevalecer, grassar",prevail,verb,English,,"O Bruffador, ii periódico, Voz de Verdade","Prevalá, prevalecer; grassar. Prevalência {Br. 2), pre-valação ( V. de F.), predomínio, ascendente. — Ingl. to pre-vail, prevalency.","prevalecer, grassar",,171.0
Prevalência,pɾeʋaleːnsia,"prevalação, predomínio, ascendente","prevalence, predominance, ascendant",noun,,,,,"prevalação, predomínio, ascendente",,
Primacia,pɾimasia,"primazia, primado",primacy,noun,English,,,"Primacia, primazia, primado.— Infl. do ingl. primacy?","primazia, primado",,171.0
Priméro,pɾimeːɾo,primeiro,first,adjective,,,,"Priméro (fórm. mod.), primeiro.",primeiro,,171.0
Primeté,pɾimeteː,prometer,promise,verb,,,,"Primeté, primité, primitá, prometter. Premitido, pro-mettido.",prometer,,171.0
primité,pɾimiteː,prometer,promise,verb,,,,"Primeté, primité, primitá, prometter. Premitido, pro-mettido.",prometer,,171.0
primitá,pɾimitaː,prometer,promise,verb,,,,"Primeté, primité, primitá, prometter. Premitido, pro-mettido.",prometer,,171.0
Premitido,pɾemitido,prometido,pledged,adjective,,,,,prometido,,
Primo,pɾimo,primeiro,first,adjective,,,Cantigas,"Primo (poet.), primeiro. Pri-mo-ferido ( Cant.), primeira ferida.",primeiro,poético,171.0
Primo-ferido,pɾimo feɾido,primeira ferida,first wound,numeral,,,,,primeira ferida,,
Princézè,pɾinseːzeː,princesa,princess,noun,,,,"Princézè, princeza.",princesa,,171.0
Principal,pɾinsipal,"principal, princípio","main, principle",adjective,,,,"Principal, principal; principio.","principal, principio",,171.0
Principalidado,pɾinsipalidado,principado,principality,noun,,,,"Principalidado (A^. T. de i852), principado.",principado,,171.0
Prinspo,pɾinspo,príncipe,prince,noun,,,,"Prinspo, prenspo, principe.",principe,,171.0
prenspo,pɾenspo,príncipe,prince,noun,,,,"Prinspo, prenspo, principe.",principe,,171.0
Prisoneiro,pɾizoneiɾo,prisioneiro,prisoner,noun,,,,"Prisoneiro, prisioneiro. Gfr. moleira.",prisioneiro,,171.0
Pristè,pɾisteː,prestes,about to,adjective,,,,"Pristè, prestes.",prestes,,171.0
Privilézia,pɾiʋileːzia,privilégio,privilege,noun,,,,"Privilézia, privilézè, privilegio. Gfr. relé^è.",privilégio,,171.0
privilézè,pɾiʋileːzeː,privilégio,privilege,noun,,,,"Privilézia, privilézè, privilegio. Gfr. relé^è.",privilégio,,171.0
Produzé,pɾoduzeː,produzir,produce,verb,,,"O Bruffador, i periódico","Produzé {Br. i), producé, produzir.",produzir,,171.0
producé,pɾoduseː,produzir,produce,verb,,,"O Bruffador, i periódico","Produzé {Br. i), producé, produzir.",produzir,,171.0
Professão,pɾofesaːo,profissão,job,noun,,,,"Professão, profissão. — De professa. Gfr. confessão.",profissão,,171.0
Profundura,pɾofunduɾa,profundidade,depth,noun,,,,"Profundura, profundidade. Civ. fundura.",profundidade,,171.0
Propheciá,pɾofesiaː,profetizar,prophesy,verb,,,,"Prophecià, prophetizar (t. us.). — De prophecià.",profetizar,,171.0
Propheto,pɾofeto,profeta,prophet,noun,,,,"Propheto, propheta. Gfr. psalmisto, evangelista.",propheta,,171.0
Própi,pɾoːpi,próprio,own,adjective,Macao creole,"Diu creole, Daman creole",,"Própi, próprio (mais us.). Dial. mac. Dial. nort. prop. Dial. açor. propio.",próprio,,171.0
Proposá,pɾopozaː,propor,propose,verb,English,,,"Proposà, propor. — Ingl. to propose.",propor,,171.0
Propôsal,pɾopoːzal,proposta,proposal,noun,English,,,"Propôsal, proposta. — Ingl.",proposta,,171.0
Prósimo,pɾoːzimo,próximo,nearby,adjective,,,,"Prósimo, prózimo, pros-mo, prósmi, próximo.",próximo,,172.0
prózimo,pɾoːzimo,próximo,nearby,adjective,,,,"Prósimo, prózimo, pros-mo, prósmi, próximo.",próximo,,172.0
prosmo,pɾozmo,próximo,nearby,adjective,,,,"Prósimo, prózimo, pros-mo, prósmi, próximo.",próximo,,172.0
prósmi,pɾoːzmi,próximo,nearby,adjective,,,,"Prósimo, prózimo, pros-mo, prósmi, próximo.",próximo,,172.0
Prostratá,pɾostɾataː,prostrar,prostrate,verb,English,,,"Prostratà, (C A.), prostrar. — Ingl. to prostrate.",prostrar,,172.0
Protectá,pɾotektaː,proteger,protect,verb,English,,,"Protectá, proteger (mais us.). — Ingl. to protect. Cfr. acceptá.",proteger,,172.0
Provéita,pɾoʋeːjta,proveito,profit,noun,,,,"Provéita, proveito (t. us.). Proveitá, pruveitá, aproveitar. Proveitação, aproveitamento, proveito. Proveitá: dial. mac.",proveito,,172.0
Proveitá,pɾoʋeitaː,aproveitar,avail,verb,Macao creole,,,,aproveitar,,
pruveitá,pɾuʋeitaː,aproveitar,avail,verb,Macao creole,,,,aproveitar,,
Proveitação,pɾoʋeitasaːo,"aproveitamento, proveito",profit,noun,,,,,"aproveitamento, proveito",,
Pruffia,pɾufia,porfia,strife,noun,,,,"Pruffia, profia (ant.), porfia. Pruffiá, porfiar, disputar. Pruffiador, porfiador.",porfia,,172.0
profia,pɾofia,porfia,strife,noun,,,,"Pruffia, profia (ant.), porfia. Pruffiá, porfiar, disputar. Pruffiador, porfiador.",porfia,,172.0
Pruffiá,pɾufiaː,"porfiar, disputar","struggle, dispute",verb,,,,,"porfiar, disputar",,
Pruffiador,pɾufiadoɾ,porfiador,one who strifes,noun,,,,,porfiador,,
Prugunta,pɾugunta,pergunta,question,noun,Capeverdean creole,"Old Portuguese, Dialetal Portuguese Alentejo","O Bruffador, ii periódico","Pnigúnta, prúnta (mais us.), prúntè, pranto [Br. 2), pergunta. Praguntà,, pnmtá (mais us.), perguntar.  Pru-gimía: dial. cabalemtej.— Pregunta: port. arch.",pergunta,,172.0
prunta,pɾunta,pergunta,question,noun,Capeverdean creole,Old Portuguese,"O Bruffador, ii periódico","Pnigúnta, prúnta (mais us.), prúntè, pranto [Br. 2), pergunta. Praguntà,, pnmtá (mais us.), perguntar.  Pru-gimía: dial. cabalemtej.— Pregunta: port. arch.",pergunta,,172.0
pruntè,pɾunteː,pergunta,question,noun,Capeverdean creole,Old Portuguese,"O Bruffador, ii periódico","Pnigúnta, prúnta (mais us.), prúntè, pranto [Br. 2), pergunta. Praguntà,, pnmtá (mais us.), perguntar.  Pru-gimía: dial. cabalemtej.— Pregunta: port. arch.",pergunta,,172.0
prunto,pɾunto,pergunta,question,noun,Capeverdean creole,Old Portuguese,"O Bruffador, ii periódico","Pnigúnta, prúnta (mais us.), prúntè, pranto [Br. 2), pergunta. Praguntà,, pnmtá (mais us.), perguntar.  Pru-gimía: dial. cabalemtej.— Pregunta: port. arch.",pergunta,,172.0
Pruguntá,pɾuguntaː,perguntar,ask,verb,Capeverdean creole,Old Portuguese,,,perguntar,,
pruntá,pɾuntaː,perguntar,ask,verb,Capeverdean creole,Old Portuguese,,,perguntar,,
Pruvá,pɾuʋaː,provar,prove,verb,,,,"Pruvá, prouvà (p. us.), provar.",provar,pouco usado,172.0
prouvá,pɾouʋaː,provar,prove,verb,,,,"Pruvá, prouvà (p. us.), provar.",provar,pouco usado,172.0
Psalmisto,psalmisto,salmista,psalmist,noun,,,,"Psalmisto, psalmista. Cfr. propheto.",psalmista,,172.0
Puçá,pusaː,puxar,pull,verb,Macao creole,,,"Puçá, pusá, puchar; attra-hir. Dial. mac.",puxar,,172.0
pusá,puzaː,puxar,pull,verb,Macao creole,,,"Puçá, pusá, puchar; attra-hir. Dial. mac.",puxar,,172.0
Púchi,puːt̠ʃi,"bicho, verme","animal, worm",noun,,,,"Púclii, bicho, verme. Cfr. ponches.","bicho, verme",,172.0
Punhá,puɲaː,"apunhar, dar punhadas, esmurrar","stab, punch",verb,,,,"Punha, apunhar, dar punhadas, esmurrar.","apunhar, dar punhadas, esmurrar",,172.0
Puridade,puɾidade,pureza,purity,noun,,Old Portuguese,,"Puridade, pureza. — Port. arch. Cfr. altividade, duvi-dade.",pureza,,172.0
Purificando,puɾifikando,purificante,cleansing,adjective,,,,"Purificando, purificante. Cfr. arrando, lu^^indo.",purificante,,172.0
Purismo,puɾizmo,puríssimo,most pure,noun,,,,Purismo (C A.)^ puríssimo.,puríssimo,,172.0
Quadrilla,kuadɾila,quadrilha,gang,noun,,,,"Quadrilla, quadrilha.",quadrilha,,172.0
Quártrimo,kuaːɾtɾimo,quarto,bedroom,noun,,,"O Bruffador, ii periódico","Quártrimo {Br. 2), quarto.",quarto,,172.0
Quátor,kuaːtoɾ,quatro,four,numeral,,,,"Quàtor, quatro (t. us.).",quatro,,172.0
Quebrentá,kebɾentaː,quebrantar,break,verb,,,,"Quebrentà, quebrantar (t. us.). Quebrentação, quebrantamento.",quebrantar,,172.0
Quebrentação,kebɾentasaːo,quebrantamento,brokenness,noun,,,,,quebrantamento,,
Quédè,keːdeː,que é de?,what is it made of?,,,"Dialectal Portuguese, Portuguese-based creoles of Indian mainland","O Bruffador, ii periódico","Quédè, quadè {Br. 2), que é de ? — Port. Dialetal Portuguese. Cade no Brazil. Cfr. cante: dialectal no cont.",que é de?,,172.0
quadè,kuadeː,que é de?,what is it made of?,,,"Dialectal Portuguese, Portuguese-based creoles of Indian mainland","O Bruffador, ii periódico","Quédè, quadè {Br. 2), que é de ? — Port. Dialetal Portuguese. Cade no Brazil. Cfr. cante: dialectal no cont.",que é de?,,172.0
Quehora,keoɾa,"quando, no tempo em que",when,conjunction,"Cochin creole, Guinea-Bissau kryol, Macao creole, Singapore creole",,,"Quehora, quando, no tempo em que. Queboraseja, jamais. Dial. coch. e mac. quiora. Dial. singp. que ora. Dial. guin. kel-ora.","quando, no tempo em que",,172.0
Quehoraseja,keoɾazed̠ʒa,jamais,ever,adverb,,,,,jamais,,
Quelai,kelai,"como, assim como","as, as well as",conjunction,Macao creole,,,"Quelai, quilai, quilei (mais us.), quilie (pron. quilai)quely (pron. quelai, p. us.), como, assim como. Qiielai, quilai: comnr.. T. dial. mac. — De que e laia. Cfr. assilei, estelei.","como, assim como",pouco usado,172.0
quilai,kilai,"como, assim como","as, as well as",conjunction,Macao creole,,,"Quelai, quilai, quilei (mais us.), quilie (pron. quilai)quely (pron. quelai, p. us.), como, assim como. Qiielai, quilai: comnr.. T. dial. mac. — De que e laia. Cfr. assilei, estelei.","como, assim como",pouco usado,172.0
quilei,kilei,"como, assim como","as, as well as",conjunction,Macao creole,,,"Quelai, quilai, quilei (mais us.), quilie (pron. quilai)quely (pron. quelai, p. us.), como, assim como. Qiielai, quilai: comnr.. T. dial. mac. — De que e laia. Cfr. assilei, estelei.","como, assim como",pouco usado,172.0
quelai,kelai,"como, assim como","as, as well as",conjunction,Macao creole,,,"Quelai, quilai, quilei (mais us.), quilie (pron. quilai)quely (pron. quelai, p. us.), como, assim como. Qiielai, quilai: comnr.. T. dial. mac. — De que e laia. Cfr. assilei, estelei.","como, assim como",pouco usado,172.0
Quem,kem,quem,who,pronoun,,,,"Quem, quem; que (pessoa). Quem su, cujo.",quem,,172.0
Quemsu,kemsu,cujo,whose,pronoun,,,,,cujo,,
Quemá,kemaː,queimar,burn,verb,"Marathi, Singapore creole",,,"Quemà, quimà, queimar. Quemá: dial. mac, singp. Que-madura, queimadura.",queimar,,172.0
quimà,kimaː,queimar,burn,verb,"Marathi, Singapore creole",,,"Quemà, quimà, queimar. Quemá: dial. mac, singp. Que-madura, queimadura.",queimar,,172.0
Quemadura,kemaduɾa,queimadura,burn,noun,,,,,queimadura,,
Quemodo,kemodo,"como, assim como","as, as well as",conjunction,,,,"Quemodo, como, assim como.","como, assim como",,172.0
Quenhão,keɲaːo,quinhão,share,noun,Cochin creole,,,"Quenhão, quinba, quinhão (t. us.). Dial. coch. quinho. Dial. div. quião.",quinhão,,172.0
quinha,kiɲa,quinhão,share,noun,Cochin creole,,,"Quenhão, quinba, quinhão (t. us.). Dial. coch. quinho. Dial. div. quião.",quinhão,,172.0
Quentá,kentaː,"aquentar, aquecer",warm up,verb,Macao creole,,,"Quentá, aquentar, aquecer. Quentura, quentura; calor (de-sus.). Quentá: dial. mac.","aquentar, aquecer",,172.0
Quentura,kentuɾa,"quentura, calor","hot, heat",noun,,,,,"quentura, calor",,
Querré,kereː,querer,want,verb,,,,"Querré, querer. T. quer. Querrendo, voluntário. Que-rendomente, querandomen-te, voluntariamente. Quizer, o que se quizer {subs.: alhum quiser). Querer, queria, quer-ria, volição, vontade. De querer, por querer, voluntariamente. Querioso, desejoso, ávido.",querer,,172.0
Querrendo,kerendo,voluntário,voluntary worker,adjective,,,,,voluntário,,
Querendomente,keɾendomente,voluntariamente,voluntarily,noun,,,,,voluntariamente,,
querandomente,keɾandomente,voluntariamente,voluntarily,noun,,,,,voluntariamente,,
Quizer,kizeɾ,o que se quiser,whatever you want,noun,,,,,o que se quiser,,
Querer,keɾeɾ,querer,want,verb,,,,,"volição, vontade, de querer, por querer, voluntariamente",,
queria,keɾia,querer,want,verb,,,,,"volição, vontade, de querer, por querer, voluntariamente",,
querria,keria,querer,want,verb,,,,,"volição, vontade, de querer, por querer, voluntariamente",,
Querioso,keɾiozo,"desejoso, ávido",eager,adjective,,,,,"desejoso, ávido",,
Quèssa,keːsa,"queixa, acusação","complaint, accusation",noun,,,,"Quéssa, quesa, queixa; ac-cusação. Quessá, queixar-se. Quessador, accusador.","queixa, acusação",,173.0
quesa,keza,"queixa, acusação","complaint, accusation",noun,,,,"Quéssa, quesa, queixa; ac-cusação. Quessá, queixar-se. Quessador, accusador.","queixa, acusação",,173.0
Quessá,kesaː,queixar-se,complain,verb,,,,,queixar-se,,
Quessador,kesadoɾ,acusador,accuser,adjective,,,,,acusador,,
Quetanto,ketanto,quanto,how much,adverb,,,,"Qnetanto, qutanto (p. us.), quanto.",quanto,pouco usado,173.0
qutanto,kutanto,quanto,how much,adverb,,,,"Qnetanto, qutanto (p. us.), quanto.",quanto,pouco usado,173.0
Quifoi,kifoj,porque foi?,why was it?,,,,,"Quifoi, porque foi?",porque foi?,,173.0
Quindé,kindeː,"fender, cavar","slit, dig",verb,Dutch,,,"Quindé, quindi, fender; cavar.— Do holl. kenenf","fender, cavar",,173.0
quindi,kindi,"fender, cavar","slit, dig",verb,Dutch,,,"Quindé, quindi, fender; cavar.— Do holl. kenenf","fender, cavar",,173.0
Quinhador,kiɲadoɾ,quinhoeiro,bagman,noun,,,,"Quinhador, quinhoeiro.",quinhoeiro,,173.0
Quorenta,kuoɾenta,quarenta,forty,numeral,,Minho,,"Quorenta, quarenta. No Minho : corenta.",quarenta,,173.0
Rabana,rabana,«rabana»,drum,noun,"Malay, Konkani",comum a todos os ramos do indo-português,,"Rabana, rabánè, «rabana». Comm.—Malaio ^J^.J (f^^^àna), konk. J s&lt;H {ramban).",«rabana»,,173.0
rabánè,rabaːneː,«rabana»,drum,noun,"Malay, Konkani",comum a todos os ramos do indo-português,,"Rabana, rabánè, «rabana». Comm.—Malaio ^J^.J (f^^^àna), konk. J s&lt;H {ramban).",«rabana»,,173.0
Rabentá,rabentaː,"rebentar, arrebentar",burst,verb,Macao creole,,,"Rabentà, rebentar, arrebentar. Dial. mac.","rebentar, arrebentar",,173.0
Rafiná,rafinaː,"refinar, depurar",refine,verb,,,,"Rafinà, refinar, depurar.","refinar, depurar",,173.0
Rai,rai,montar a cavalo,ride a horse,verb,Dutch,,"O Bruffador, ii periódico","Rai {Br. 2), montar a ca-vallo. — Do holl. ophrengen.",montar a cavallo,,173.0
Raiva,raiʋa,"raiva, raivoso, irado, zangado",angry,noun,,,,"Raiva, raive, raibè (p. us.), raiva; raivoso, irado, zangado. Cfr. saúde.","raiva; raivoso, irado, zangado",pouco usado,173.0
raivè,raiʋeː,"raiva, raivoso, irado, zangado",angry,noun,,,,"Raiva, raive, raibè (p. us.), raiva; raivoso, irado, zangado. Cfr. saúde.","raiva; raivoso, irado, zangado",pouco usado,173.0
raibè,raibeː,"raiva, raivoso, irado, zangado",angry,noun,,,,"Raiva, raive, raibè (p. us.), raiva; raivoso, irado, zangado. Cfr. saúde.","raiva; raivoso, irado, zangado",pouco usado,173.0
Ramesindo,ramezindo,remexendo,fidgeting,GER,,,Istori de San Clear,"Ramesindo (5. C), reme-chendo.",remexendo,,173.0
Ramo,ramo,"ramo, lâmina","branch, blade",noun,,,,"Ramo,ramo; lamina (quadro emmoldurado).","ramo, lamina",,173.0
Ramucé,ramuseː,remoçar,rejuvenate,verb,,,,"Ramucô, remoçar.",remoçar,,173.0
Rancá,rankaː,arrancar,rip out,verb,Macao creole,,,"Rancà, ranehá (p. us.), arrancar. Rancá: dial. mac. Cfr. rastá; ronchá.",arrancar,pouco usado,173.0
ranchá,rant̠ʃaː,arrancar,rip out,verb,Macao creole,,,"Rancà, ranehá (p. us.), arrancar. Rancá: dial. mac. Cfr. rastá; ronchá.",arrancar,pouco usado,173.0
Rancho,rant̠ʃo,"rancho, manada, rebanho",herd,noun,,,,"Rancho, rancho; manada, rebanho (desus.).","rancho, manada, rebanho",,173.0
Rapicá,rapikaː,repicar,chime,verb,,,,"Rapicá, repicar.",repicar,,173.0
Rastá,rastaː,arrastar,drag,verb,,,,"Rastà, arrastar.",arrastar,,173.0
Rastià,rastiaː,"rastear, rastejar",crawl,verb,,,,"Rastià, rastear, rastejar.","rastear, rastejar",,173.0
Rátel,raːtel,arrátel,pound,noun,,,,"Rátel, arrátel.",arrátel,,173.0
Ratinha,ratiɲa,foguete,rocket,noun,,,,"Ratinha, foguete.",foguete,,173.0
Rebeldo,rebeldo,rebelde,rebel,adjective,,,,"Rebeldo, rebelde. Cfr. res-tanto. bastanto.",rebelde,,173.0
Rebellador,rebeladoɾ,"rebelde, rebelião","rebel, rebellion",noun,,,,"Rebellador, rebelde, rebelião. — Deriv. reg. de rebellá.","rebelde, rebelião",derivado,173.0
Rebelloso,rebelozo,rebelde,rebel,adjective,,,,"Rebelloso, rebelde. Cfr. im-pioso.",rebelde,,173.0
Recadá,rekadaː,"arrecadar, dessumir",collect,verb,,,,"Recadá, arrecadar; desumir.","arrecadar, desumir",,173.0
Recia,resia,receio,fear,noun,,,,"Recia, receio. Recià, recear.",receio,,173.0
Reciá,resiaː,recear,fear,verb,,,,,recear,,
Recompensão,rekompensaːo,recompensar,reward,verb,,,,"Recompensão, recompensar. — Deriv. reg. de recompensa. Cfr. cuidação.",recompensar,derivado,173.0
Redá,redaː,arredar,collect,verb,,,,"Redà, arredar.",arredar,,173.0
Redimé,redimeː,"redimir, remir",redeem,verb,,,,"Redime, redemé, redimir, remir (desus.).","redimir, remir",,173.0
redemé,redemeː,"redimir, remir",redeem,verb,,,,"Redime, redemé, redimir, remir (desus.).","redimir, remir",,173.0
Redundo,redundo,"arredor, de roda",around,noun,,,,"Redundo, arredor, de roda.","arredor, de roda",,173.0
Refença,refensa,vingança,vengeance,noun,,,,"Refença, refencia, vingança. Refencioso, vingativo. — Do holl. wreken (verb.)}",vingança,,173.0
refencia,refensia,vingança,vengeance,noun,,,,"Refença, refencia, vingança. Refencioso, vingativo. — Do holl. wreken (verb.)}",vingança,,173.0
Refencioso,refensiozo,vingativo,vengeful,adjective,Dutch,,,,vingativo,,
Refrescação,refɾeskasaːo,refrescamento,refreshment,noun,,,,"Refrescação, refresca-mento",refrescamento,,173.0
Refrigeiro,refɾid̠ʒeiɾo,refrigério,refresher,noun,,,,"Refrigeiro, refrigério. Re-duc. do esdr.",refrigério,,173.0
Refujo,refud̠ʒo,refúgio,refuge,noun,,,,"Refujo, refugio.",refúgio,,173.0
Regáchi,regaːt̠ʃi,"regato, riacho",stream,noun,,,,"Regáchi {Br. 1), regato, riacho.","regato, riacho",,173.0
Règuel,reːgel,"regra, linha","rule, line",noun,Dutch,,,"Régel (gu), regra, linha.— Holl.","regra, linha",,173.0
Régiment,reːd̠ʒiment,regimento,regiment,noun,English,,,"Régiment, regimento. — Ingl.",regimento,,173.0
Registração,red̠ʒistɾasaːo,registo,registration,noun,,,,"Registração, registro. — Deriv. reg. de registra.",registro,derivado,173.0
Regná,regnaː,reinar,reign,verb,Italian,,"O Bruffador, ii periódico","Regnà {Br. 2), reinar. — Ital. regnare.",reinar,,173.0
Regolá,regolaː,regular,regulate,adjective,,,,Regolãregular.,regular,,173.0
Rejectá,red̠ʒektaː,rejeitar,reject,verb,English,,,Rejectàrejeitar. — Ingl. to reject. Cfr. protectá.,rejeitar,,174.0
Rejeitamento,red̠ʒeitamento,rejeição,rejection,noun,,,,"Rejeitamento, rejeição.",rejeição,,174.0
Relijão,relid̠ʒaːo,religião,religion,noun,,,"O Bruffador, ii periódico","Relijão, religio, reliji [Br. 2), relizè, relézi (fórm. mod.), religião. Relijoso, religioso. Dial. mac.",religião,,174.0
religio,relid̠ʒio,religião,religion,noun,,,"O Bruffador, ii periódico","Relijão, religio, reliji [Br. 2), relizè, relézi (fórm. mod.), religião. Relijoso, religioso. Dial. mac.",religião,,174.0
reliji,relid̠ʒi,religião,religion,noun,,,"O Bruffador, ii periódico","Relijão, religio, reliji [Br. 2), relizè, relézi (fórm. mod.), religião. Relijoso, religioso. Dial. mac.",religião,,174.0
relizè,relizeː,religião,religion,noun,,,"O Bruffador, ii periódico","Relijão, religio, reliji [Br. 2), relizè, relézi (fórm. mod.), religião. Relijoso, religioso. Dial. mac.",religião,,174.0
relézi,releːzi,religião,religion,noun,,,"O Bruffador, ii periódico","Relijão, religio, reliji [Br. 2), relizè, relézi (fórm. mod.), religião. Relijoso, religioso. Dial. mac.",religião,,174.0
Relijoso,relid̠ʒozo,religioso,religious,adjective,Macao creole,,,,religioso,,
Remèdi,remeːdi,"meio de vida, ofício, mister","occupation, craft",noun,Cochin creole,Old Portuguese,,"Remedi, remede, remédio; meio de vida, officio, mister (signif. port. arch.). Remedi: dial. coch. Reduc. do esdr. Cfr. almári.","meio de vida, ofício, mister",,174.0
remédè,remeːdeː,"meio de vida, ofício, mister","occupation, craft",noun,Cochin creole,Old Portuguese,,"Remedi, remede, remédio; meio de vida, officio, mister (signif. port. arch.). Remedi: dial. coch. Reduc. do esdr. Cfr. almári.","meio de vida, ofício, mister",,174.0
remedio,remedio,"meio de vida, ofício, mister","occupation, craft",noun,Cochin creole,Old Portuguese,,"Remedi, remede, remédio; meio de vida, officio, mister (signif. port. arch.). Remedi: dial. coch. Reduc. do esdr. Cfr. almári.","meio de vida, ofício, mister",,174.0
Rempido,rempido,"rompido, roto",broken,adjective,,,,"Rempido, rompido, roto.","rompido, roto",,174.0
Rendá,rendaː,arrendar,rent,verb,,,,"Renda, arrendar. Rendaro, rendeiro. Infl. de r. Cfr. obraro, ferraro.",arrendar,,174.0
Rendaro,rendaɾo,rendeiro,tenant,noun,,,,,rendeiro,,
Repagá,repagaː,recompensar,reward,verb,English,,,"Repagà, recompensar. — Infl. do ingl. repay? Em port. sign. pagar segunda vez, pagar generosamente.",recompensar,,174.0
Repário,repaːɾio,"reparo, resguardo",repair,noun,,Old Portuguese,,"Repário, reparo, resguardo. — Port. arch. repairo.","reparo, resguardo",,174.0
Repartição,repaɾtisaːo,"divisão, cisão","division, split",noun,,,,"Repartição, divisão, scisão.","divisão, scisão",,174.0
Rependê,rependeː,arrepender-se,regret,verb,,,,"Rependê, arrepender-se. Rependimento, arrependimento.",arrepender-se,,174.0
Rependimento,rependimento,arrependimento,repentance,noun,,,,,arrependimento,,
Repentá,repentaː,arrepender-se,"regret, repent",verb,English,,,"Repentá, arrepender-se. Repentação, arrependimento.— Ingl. to repent.",arrepender-se,,174.0
Repentação,repentasaːo,arrependimento,repentance,noun,,,,,arrependimento,,
Repostá,repostaː,responder,reply,verb,,,,"Reposta, responder. Re-postávè (poet.), respondia.— De reposta.",responder,poético,174.0
Reprende,repɾende,repreender,scold,verb,,,,"Reprende, reprehender.",repreender,,174.0
